activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1222414,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,O=S(=O)(O)c1cc(O)c(/N=N/c2c(O)ccc3ccc(O)cc23)c2ccccc12,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '13.89', 'le': '0.27', 'lle': '0.93', 'sei': '4.08'}",CHEMBL121996,,CHEMBL121996,5.70,0,http://www.openphacts.org/units/Nanomolar,234683,=,1,1,=,,EC50,nM,,2000.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,2.0
,1222416,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,O=S(=O)(O)c1cc(O)c(/N=N/c2ccc3ccccc3c2O)c2ccccc12,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '18.14', 'le': '0.35', 'lle': '2.08', 'sei': '5.98'}",CHEMBL420168,,CHEMBL420168,7.16,0,http://www.openphacts.org/units/Nanomolar,234677,=,1,1,=,,EC50,nM,,70.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,0.07
,1222418,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1[nH]n(-c2ccc(C(F)(F)F)cc2)c(=O)c1/N=N/c1c(O)cc(S(=O)(=O)O)c2ccccc12,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '14.21', 'le': '0.28', 'lle': '1.99', 'sei': '5.11'}",CHEMBL3144784,,CHEMBL3144784,7.00,0,http://www.openphacts.org/units/Nanomolar,234698,=,1,1,=,,EC50,nM,,100.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,0.1
,1223798,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1ccc(O)c(/N=N/c2c(O)cc(S(=O)(=O)O)c3ccccc23)c1,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '15.41', 'le': '0.30', 'lle': '1.30', 'sei': '4.62'}",CHEMBL122867,,CHEMBL122867,5.52,0,http://www.openphacts.org/units/Nanomolar,234693,=,1,1,=,,EC50,nM,,3000.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,3.0
Not Active,1689157,[],CHEMBL866538,Agonist activity as induced proliferation in Ba/F3-hTpoR murine lymphocyte expressing human TPOR,F,,,BAO_0000188,BAO_0000019,assay format,CCOC(=O)/C(C)=C/c1ccc2[nH]c(-c3cccc(-c4ccc(C(C)(C)C)cc4)n3)nc2c1,,,CHEMBL1138992,Bioorg. Med. Chem. Lett.,2006,,CHEMBL381768,,CHEMBL381768,,0,,437829,,1,0,,,EC50,,,,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,,,,
,1689262,[],CHEMBL866538,Agonist activity as induced proliferation in Ba/F3-hTpoR murine lymphocyte expressing human TPOR,F,,,BAO_0000188,BAO_0000019,assay format,C/C(=C\c1ccc2[nH]c(-c3cccc(-c4ccc(C(C)(C)C)cc4)n3)nc2c1)C(=O)O,,,CHEMBL1138992,Bioorg. Med. Chem. Lett.,2006,,CHEMBL426663,,CHEMBL426663,5.35,0,http://www.openphacts.org/units/Nanomolar,437830,=,1,1,=,,EC50,nM,,4500.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,4.5
,1689264,[],CHEMBL866538,Agonist activity as induced proliferation in Ba/F3-hTpoR murine lymphocyte expressing human TPOR,F,,,BAO_0000188,BAO_0000019,assay format,O=C1NC(=S)S/C1=C\c1ccc2[nH]c(-c3cccc(-c4ccc(Cl)c(Cl)c4)n3)nc2c1,,,CHEMBL1138992,Bioorg. Med. Chem. Lett.,2006,,CHEMBL204667,,CHEMBL204667,6.00,0,http://www.openphacts.org/units/Nanomolar,437834,=,1,1,=,,EC50,nM,,1000.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,1.0
,1689266,[],CHEMBL866538,Agonist activity as induced proliferation in Ba/F3-hTpoR murine lymphocyte expressing human TPOR,F,,,BAO_0000188,BAO_0000019,assay format,Cc1ccc(-c2cccc(-c3nc4cc(/C=C5\SC(=S)NC5=O)ccc4[nH]3)n2)cc1C,,,CHEMBL1138992,Bioorg. Med. Chem. Lett.,2006,,CHEMBL380407,,CHEMBL380407,5.80,0,http://www.openphacts.org/units/Nanomolar,437833,=,1,1,=,,EC50,nM,,1600.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,1.6
,1689268,[],CHEMBL866538,Agonist activity as induced proliferation in Ba/F3-hTpoR murine lymphocyte expressing human TPOR,F,,,BAO_0000188,BAO_0000019,assay format,CC(C)(C)c1ccc(-c2cccc(-c3nc4cc(/C=C5\SC(=S)NC5=O)ccc4[nH]3)n2)cc1,,,CHEMBL1138992,Bioorg. Med. Chem. Lett.,2006,,CHEMBL377292,,CHEMBL377292,5.70,0,http://www.openphacts.org/units/Nanomolar,437832,=,1,1,=,,EC50,nM,,2000.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,2.0
,1689270,[],CHEMBL866538,Agonist activity as induced proliferation in Ba/F3-hTpoR murine lymphocyte expressing human TPOR,F,,,BAO_0000188,BAO_0000019,assay format,CC(C)(C)c1ccc(-c2cccc(-c3nc4cc(CC(C(=O)O)C(=O)O)ccc4[nH]3)n2)cc1,,,CHEMBL1138992,Bioorg. Med. Chem. Lett.,2006,,CHEMBL202796,,CHEMBL202796,5.00,0,http://www.openphacts.org/units/Nanomolar,437831,=,1,1,=,,EC50,nM,,10000.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,10.0
Not Active,1689272,[],CHEMBL866538,Agonist activity as induced proliferation in Ba/F3-hTpoR murine lymphocyte expressing human TPOR,F,,,BAO_0000188,BAO_0000019,assay format,Cc1ccc(-c2cccc(-c3nc4c(/C=C5\SC(=S)NC5=O)cccc4[nH]3)n2)cc1C,,,CHEMBL1138992,Bioorg. Med. Chem. Lett.,2006,,CHEMBL206817,,CHEMBL206817,,0,,437837,,1,0,,,EC50,,,,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,,,,
Not Active,1689274,[],CHEMBL866538,Agonist activity as induced proliferation in Ba/F3-hTpoR murine lymphocyte expressing human TPOR,F,,,BAO_0000188,BAO_0000019,assay format,Cc1ccc(-c2cccc(-c3nc4c(C=C(C(=O)O)C(=O)O)cccc4[nH]3)n2)cc1C,,,CHEMBL1138992,Bioorg. Med. Chem. Lett.,2006,,CHEMBL204603,,CHEMBL204603,,0,,437836,,1,0,,,EC50,,,,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,,,,
Not Active,1689276,[],CHEMBL866538,Agonist activity as induced proliferation in Ba/F3-hTpoR murine lymphocyte expressing human TPOR,F,,,BAO_0000188,BAO_0000019,assay format,C/C(=C\c1cccc2[nH]c(-c3cccc(-c4ccc(C)c(C)c4)n3)nc12)C(=O)O,,,CHEMBL1138992,Bioorg. Med. Chem. Lett.,2006,,CHEMBL204196,,CHEMBL204196,,0,,437835,,1,0,,,EC50,,,,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,,,,
,1689278,[],CHEMBL866538,Agonist activity as induced proliferation in Ba/F3-hTpoR murine lymphocyte expressing human TPOR,F,,,BAO_0000188,BAO_0000019,assay format,CC(C)(C)c1ccc(-c2cccc(-c3nc4cc(/C=C5\SC(=S)NC5=O)ccc4[nH]3)c2)cc1,,,CHEMBL1138992,Bioorg. Med. Chem. Lett.,2006,,CHEMBL382806,,CHEMBL382806,6.05,0,http://www.openphacts.org/units/Nanomolar,437842,=,1,1,=,,EC50,nM,,900.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,0.9
,1689280,[],CHEMBL866538,Agonist activity as induced proliferation in Ba/F3-hTpoR murine lymphocyte expressing human TPOR,F,,,BAO_0000188,BAO_0000019,assay format,CC(C)(C)c1ccc(-c2cccc(-c3nc4cc(/C=C5\SC(=S)NC5=O)ccc4[nH]3)c2O)cc1,,,CHEMBL1138992,Bioorg. Med. Chem. Lett.,2006,,CHEMBL205027,,CHEMBL205027,6.00,0,http://www.openphacts.org/units/Nanomolar,437841,=,1,1,=,,EC50,nM,,1000.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,1.0
,1689282,[],CHEMBL866538,Agonist activity as induced proliferation in Ba/F3-hTpoR murine lymphocyte expressing human TPOR,F,,,BAO_0000188,BAO_0000019,assay format,CC(C)(C)c1ccc(-c2ccc(-c3nc4cc(/C=C5\SC(=S)NC5=O)ccc4[nH]3)o2)cc1,,,CHEMBL1138992,Bioorg. Med. Chem. Lett.,2006,,CHEMBL206304,,CHEMBL206304,6.14,0,http://www.openphacts.org/units/Nanomolar,437840,=,1,1,=,,EC50,nM,,720.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,0.72
,1689284,[],CHEMBL866538,Agonist activity as induced proliferation in Ba/F3-hTpoR murine lymphocyte expressing human TPOR,F,,,BAO_0000188,BAO_0000019,assay format,Cc1ccc(-c2csc(-c3nc4cc(/C=C5\SC(=S)NC5=O)ccc4[nH]3)c2)cc1C,,,CHEMBL1138992,Bioorg. Med. Chem. Lett.,2006,,CHEMBL204160,,CHEMBL204160,6.11,0,http://www.openphacts.org/units/Nanomolar,437839,=,1,1,=,,EC50,nM,,780.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,0.78
,1689286,[],CHEMBL866538,Agonist activity as induced proliferation in Ba/F3-hTpoR murine lymphocyte expressing human TPOR,F,,,BAO_0000188,BAO_0000019,assay format,Cc1ccc(-c2ccc(-c3nc4cc(/C=C5\SC(=S)NC5=O)ccc4[nH]3)s2)cc1C,,,CHEMBL1138992,Bioorg. Med. Chem. Lett.,2006,,CHEMBL206393,,CHEMBL206393,5.76,0,http://www.openphacts.org/units/Nanomolar,437838,=,1,1,=,,EC50,nM,,1750.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,1.75
,2041835,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2ccccc2)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL247013,,CHEMBL247013,5.46,0,http://www.openphacts.org/units/Nanomolar,677525,=,1,1,=,,EC50,nM,,3440.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,3440.0
,2041836,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2c(Cl)cc(C(F)(F)F)cc2Cl)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL397519,,CHEMBL397519,,0,http://www.openphacts.org/units/Nanomolar,677569,>,1,1,>,,EC50,nM,,10000.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,10000.0
,2041837,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2ccc(F)c(C(F)(F)F)c2F)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL247645,,CHEMBL247645,7.48,1,http://www.openphacts.org/units/Nanomolar,677568,=,1,1,=,,EC50,nM,,33.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,33.0
,2041838,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2ccc(C(F)(F)F)c(F)c2F)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL247644,,CHEMBL247644,7.06,1,http://www.openphacts.org/units/Nanomolar,677567,=,1,1,=,,EC50,nM,,87.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,87.0
,2041839,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2ccc(F)c(F)c2F)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL393087,,CHEMBL393087,7.08,1,http://www.openphacts.org/units/Nanomolar,677566,=,1,1,=,,EC50,nM,,84.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,84.0
,2041840,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2cccc(C(F)(F)F)n2)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL248192,,CHEMBL248192,6.61,0,http://www.openphacts.org/units/Nanomolar,677565,=,1,1,=,,EC50,nM,,244.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,244.0
,2041841,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2c(F)cccc2F)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL248006,,CHEMBL248006,,1,http://www.openphacts.org/units/Nanomolar,677564,>,1,1,>,,EC50,nM,,10000.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,10000.0
,2041842,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,Cc1ccc(-c2csc(NC(=O)c3ccc(Nc4ccncn4)cc3)n2)cc1C,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL248004,,CHEMBL248004,6.11,0,http://www.openphacts.org/units/Nanomolar,677563,=,1,1,=,,EC50,nM,,784.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,784.0
,2041843,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL391597,,CHEMBL391597,6.46,0,http://www.openphacts.org/units/Nanomolar,677562,=,1,1,=,,EC50,nM,,347.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,347.0
,2041844,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2ccc(F)c(C(F)(F)F)c2)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL247822,,CHEMBL247822,6.98,0,http://www.openphacts.org/units/Nanomolar,677561,=,1,1,=,,EC50,nM,,104.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,104.0
,2041845,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2ccc(C(F)(F)F)c(F)c2)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL247643,,CHEMBL247643,6.54,0,http://www.openphacts.org/units/Nanomolar,677560,=,1,1,=,,EC50,nM,,288.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,288.0
,2041846,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2ccc(F)c(F)c2)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL247642,,CHEMBL247642,6.40,1,http://www.openphacts.org/units/Nanomolar,677559,=,1,1,=,,EC50,nM,,400.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,400.0
,2041847,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc(Cl)cc1-c1csc(NC(=O)c2ccc(Nc3ccncn3)cc2)n1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL247641,,CHEMBL247641,,0,http://www.openphacts.org/units/Nanomolar,677558,>,1,1,>,,EC50,nM,,10000.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,10000.0
,2041848,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2cc(Cl)ccc2O)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL247461,,CHEMBL247461,,0,http://www.openphacts.org/units/Nanomolar,677557,>,1,1,>,,EC50,nM,,10000.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,10000.0
,2041849,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2cc(C(F)(F)F)ccc2F)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL248189,,CHEMBL248189,5.29,0,http://www.openphacts.org/units/Nanomolar,677556,=,1,1,=,,EC50,nM,,5190.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,5190.0
,2041850,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,Cc1ccc(-c2csc(NC(=O)c3ccc(Nc4ccncn4)cc3)n2)c(C)c1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL247820,,CHEMBL247820,5.65,0,http://www.openphacts.org/units/Nanomolar,677555,=,1,1,=,,EC50,nM,,2260.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,2260.0
,2041851,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2ccc(Cl)cc2Cl)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL247818,,CHEMBL247818,6.29,1,http://www.openphacts.org/units/Nanomolar,677554,=,1,1,=,,EC50,nM,,510.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,510.0
,2041852,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2ccc(C(F)(F)F)cc2F)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL428227,,CHEMBL428227,6.59,0,http://www.openphacts.org/units/Nanomolar,677553,=,1,1,=,,EC50,nM,,259.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,259.0
,2041853,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2ccc(Cl)cc2F)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL393268,,CHEMBL393268,6.63,0,http://www.openphacts.org/units/Nanomolar,677552,=,1,1,=,,EC50,nM,,232.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,232.0
,2041854,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2ccc(F)cc2F)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL247431,,CHEMBL247431,6.76,0,http://www.openphacts.org/units/Nanomolar,677551,=,1,1,=,,EC50,nM,,173.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,173.0
,2041855,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2cccc(Cl)c2Cl)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL247607,,CHEMBL247607,5.87,0,http://www.openphacts.org/units/Nanomolar,677550,=,1,1,=,,EC50,nM,,1340.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,1340.0
,2041856,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2cccc(OC(F)(F)F)c2F)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL247606,,CHEMBL247606,7.50,1,http://www.openphacts.org/units/Nanomolar,677549,=,1,1,=,,EC50,nM,,32.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,32.0
,2041857,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1cccc(-c2csc(NC(=O)c3ccc(Nc4ccncn4)cc3)n2)c1F,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL247605,,CHEMBL247605,5.50,0,http://www.openphacts.org/units/Nanomolar,677548,=,1,1,=,,EC50,nM,,3130.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,3130.0
,2041858,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CC(C)Cc1cccc(-c2csc(NC(=O)c3ccc(Nc4ccncn4)cc3)n2)c1F,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL247041,,CHEMBL247041,7.46,0,http://www.openphacts.org/units/Nanomolar,677547,=,1,1,=,,EC50,nM,,35.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,35.0
,2041859,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CCCCc1cccc(-c2csc(NC(=O)c3ccc(Nc4ccncn4)cc3)n2)c1F,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL247040,,CHEMBL247040,7.28,0,http://www.openphacts.org/units/Nanomolar,677546,=,1,1,=,,EC50,nM,,53.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,53.0
,2041860,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CCc1cccc(-c2csc(NC(=O)c3ccc(Nc4ccncn4)cc3)n2)c1F,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL395701,,CHEMBL395701,6.84,0,http://www.openphacts.org/units/Nanomolar,677545,=,1,1,=,,EC50,nM,,143.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,143.0
,2041861,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2cccc(C(F)(F)F)c2F)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL428226,,CHEMBL428226,7.22,1,http://www.openphacts.org/units/Nanomolar,677544,=,1,1,=,,EC50,nM,,60.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,60.0
,2041862,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2cccc(Br)c2F)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL249063,,CHEMBL249063,7.00,1,http://www.openphacts.org/units/Nanomolar,677543,=,1,1,=,,EC50,nM,,100.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,100.0
,2041863,[],CHEMBL941720,Agonist activity at human TPOr expressed in BaF3 cells by reporter assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(Nc1nc(-c2cccc(Cl)c2F)cs1)c1ccc(Nc2ccncn2)cc1,,,CHEMBL1139790,Bioorg. Med. Chem. Lett.,2007,,CHEMBL249062,,CHEMBL249062,6.21,0,http://www.openphacts.org/units/Nanomolar,677542,=,1,1,=,,EC50,nM,,612.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,nM,UO_0000065,,612.0
